USER_LABEL,RATE,TECHNOLOGY,SPECIFICATION,VENDOR,Z_END_VENDOR,A_END_VENDOR,A_END_NODE,Z_END_NODE,A_END_PORT,Z_END_PORT,CIRCLE,LAST_MODIFIED
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-8-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-8-1-4","ROM","2024-09-11T18:27:39.647"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-3-1-4","ROM","2024-09-11T18:27:39.647"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-27-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-27-1-4","ROM","2024-09-11T18:27:39.647"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-29-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-29-1-4","ROM","2024-09-11T18:27:39.648"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-7-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-7-15-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-7","ONT-EthPort-1-1-7-15-1-4","ROM","2024-09-11T18:27:39.648"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-30-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-30-1-4","ROM","2024-09-11T18:27:39.649"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-7-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-7-32-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-7","ONT-EthPort-1-1-7-32-1-4","ROM","2024-09-11T18:27:39.649"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-7-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-7-9-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-7","ONT-EthPort-1-1-7-9-1-4","ROM","2024-09-11T18:27:39.649"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-5-1-4","ROM","2024-09-11T18:27:39.650"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-28-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-28-1-4","ROM","2024-09-11T18:27:39.650"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-32-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-32-1-4","ROM","2024-09-11T18:27:39.651"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-33-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-33-1-4","ROM","2024-09-11T18:27:39.651"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-34-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-34-1-4","ROM","2024-09-11T18:27:39.651"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-29-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-29-1-4","ROM","2024-09-11T18:27:39.652"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-30-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-30-1-4","ROM","2024-09-11T18:27:39.652"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-35-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-35-1-4","ROM","2024-09-11T18:27:39.652"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-31-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-31-1-2","ROM","2024-09-11T18:27:39.653"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-32-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-32-1-2","ROM","2024-09-11T18:27:39.653"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-33-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-33-1-2","ROM","2024-09-11T18:27:39.653"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-34-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-34-1-2","ROM","2024-09-11T18:27:39.654"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-36-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-36-1-2","ROM","2024-09-11T18:27:39.654"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-38-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-38-1-2","ROM","2024-09-11T18:27:39.654"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-26-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-26-1-2","ROM","2024-09-11T18:27:39.655"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-37-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-37-1-2","ROM","2024-09-11T18:27:39.655"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-39-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-39-1-4","ROM","2024-09-11T18:27:39.655"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-7-1-4","ROM","2024-09-11T18:27:39.655"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-4-1-4","ROM","2024-09-11T18:27:39.656"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-14-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-14-1-4","ROM","2024-09-11T18:27:39.656"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-12-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-12-1-4","ROM","2024-09-11T18:27:39.657"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-2-1-4","ROM","2024-09-11T18:27:39.657"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-34-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-34-1-4","ROM","2024-09-11T18:27:39.657"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-35-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-35-1-4","ROM","2024-09-11T18:27:39.658"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-11-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-11-1-4","ROM","2024-09-11T18:27:39.658"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-36-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-36-1-4","ROM","2024-09-11T18:27:39.658"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-7-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-7-31-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-7","ONT-EthPort-1-1-7-31-1-4","ROM","2024-09-11T18:27:39.659"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-7-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-7-33-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-7","ONT-EthPort-1-1-7-33-1-2","ROM","2024-09-11T18:27:39.659"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-38-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-38-1-4","ROM","2024-09-11T18:27:39.659"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-3-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-3-37-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-37-1-2","ROM","2024-09-11T18:27:39.660"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-22-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-22-1-4","ROM","2024-09-11T18:27:39.660"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-41-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-41-1-4","ROM","2024-09-11T18:27:39.661"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-1-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-1-42-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-42-1-4","ROM","2024-09-11T18:27:39.661"
"ROM_PUN_TJ16P_FTHOLT_01-Port_GPON-1-1-5-ROM_PUN_TJ16P_FTHOLT_01-ONT-EthPort-1-1-5-15-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_FTHOLT_01","ROM_PUN_TJ16P_FTHOLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-15-1-4","ROM","2024-09-11T18:27:39.661"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-4-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-4-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-1-1-2","ROM","2024-09-11T18:27:39.662"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-6-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-6-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-6","ONT-EthPort-1-1-6-4-1-4","ROM","2024-09-11T18:27:39.662"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-7-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-7-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-7","ONT-EthPort-1-1-7-1-1-2","ROM","2024-09-11T18:27:39.662"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-5-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-5-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-5","ONT-EthPort-1-1-5-1-1-2","ROM","2024-09-11T18:27:39.662"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-2-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-2-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-2-1-4","ROM","2024-09-11T18:27:39.663"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-4-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-4-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-2-1-4","ROM","2024-09-11T18:27:39.663"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-2-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-2-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-4","ROM","2024-09-11T18:27:39.664"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-1-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-1-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-1-1-4","ROM","2024-09-11T18:27:39.664"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-3-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-3-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-3","ONT-EthPort-1-1-3-3-1-4","ROM","2024-09-11T18:27:39.664"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-8-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-8-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-8","ONT-EthPort-1-1-8-2-1-4","ROM","2024-09-11T18:27:39.665"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-8-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-8-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-8","ONT-EthPort-1-1-8-3-1-4","ROM","2024-09-11T18:27:39.665"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-8-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-8-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-8","ONT-EthPort-1-1-8-4-1-4","ROM","2024-09-11T18:27:39.665"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-4-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-4-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-7-1-4","ROM","2024-09-11T18:27:39.665"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-4-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-4-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-4-1-4","ROM","2024-09-11T18:27:39.666"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-7-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-7-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-7","ONT-EthPort-1-1-7-7-1-4","ROM","2024-09-11T18:27:39.666"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-1-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-1-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-4-1-4","ROM","2024-09-11T18:27:39.666"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-2-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-2-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-4-1-4","ROM","2024-09-11T18:27:39.667"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-7-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-7-9-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-7","ONT-EthPort-1-1-7-9-1-4","ROM","2024-09-11T18:27:39.667"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-8-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-8-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-8","ONT-EthPort-1-1-8-5-1-4","ROM","2024-09-11T18:27:39.667"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-2-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-2-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-5-1-4","ROM","2024-09-11T18:27:39.667"
"ROM_PUN_TJ16P_BlueRIT3OLT-1-Port_GPON-1-1-7-ROM_PUN_TJ16P_BlueRIT3OLT-1-ONT-EthPort-1-1-7-12-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ16P_BlueRIT3OLT-1","ROM_PUN_TJ16P_BlueRIT3OLT-1","Port_GPON-1-1-7","ONT-EthPort-1-1-7-12-1-4","ROM","2024-09-11T18:27:39.668"
